1.png	grinning face	😀️	\U0001F600\U0000FE0F	U+1F600	grinning face
2601.png	woman juggling: medium-light skin tone	🤹🏼‍♀️️	\U0001F939\U0001F3FC\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F939 U+1F3FC U+200D U+2640 U+FE0F	woman juggling: medium-light skin tone
2602.png	woman juggling: medium skin tone	🤹🏽‍♀️️	\U0001F939\U0001F3FD\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F939 U+1F3FD U+200D U+2640 U+FE0F	woman juggling: medium skin tone
2603.png	woman juggling: medium-dark skin tone	🤹🏾‍♀️️	\U0001F939\U0001F3FE\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F939 U+1F3FE U+200D U+2640 U+FE0F	woman juggling: medium-dark skin tone
2604.png	woman juggling: dark skin tone	🤹🏿‍♀️️	\U0001F939\U0001F3FF\U0000200D\U00002640\U0000FE0F\U0000FE0F	U+1F939 U+1F3FF U+200D U+2640 U+FE0F	woman juggling: dark skin tone
2605.png	selfie: light skin tone	🤳🏻️	\U0001F933\U0001F3FB\U0000FE0F	U+1F933 U+1F3FB	selfie: light skin tone
2606.png	selfie: medium-light skin tone	🤳🏼️	\U0001F933\U0001F3FC\U0000FE0F	U+1F933 U+1F3FC	selfie: medium-light skin tone
2607.png	selfie: medium skin tone	🤳🏽️	\U0001F933\U0001F3FD\U0000FE0F	U+1F933 U+1F3FD	selfie: medium skin tone
2608.png	selfie: medium-dark skin tone	🤳🏾️	\U0001F933\U0001F3FE\U0000FE0F	U+1F933 U+1F3FE	selfie: medium-dark skin tone
2609.png	selfie: dark skin tone	🤳🏿️	\U0001F933\U0001F3FF\U0000FE0F	U+1F933 U+1F3FF	selfie: dark skin tone
2610.png	flexed biceps: light skin tone	💪🏻️	\U0001F4AA\U0001F3FB\U0000FE0F	U+1F4AA U+1F3FB	flexed biceps: light skin tone
2611.png	flexed biceps: medium-light skin tone	💪🏼️	\U0001F4AA\U0001F3FC\U0000FE0F	U+1F4AA U+1F3FC	flexed biceps: medium-light skin tone
2612.png	flexed biceps: medium skin tone	💪🏽️	\U0001F4AA\U0001F3FD\U0000FE0F	U+1F4AA U+1F3FD	flexed biceps: medium skin tone
2613.png	flexed biceps: medium-dark skin tone	💪🏾️	\U0001F4AA\U0001F3FE\U0000FE0F	U+1F4AA U+1F3FE	flexed biceps: medium-dark skin tone
2614.png	flexed biceps: dark skin tone	💪🏿️	\U0001F4AA\U0001F3FF\U0000FE0F	U+1F4AA U+1F3FF	flexed biceps: dark skin tone
2615.png	⊛ leg: light skin tone	🦵🏻️	\U0001F9B5\U0001F3FB\U0000FE0F	U+1F9B5 U+1F3FB	⊛ leg: light skin tone
2616.png	⊛ leg: medium-light skin tone	🦵🏼️	\U0001F9B5\U0001F3FC\U0000FE0F	U+1F9B5 U+1F3FC	⊛ leg: medium-light skin tone
2617.png	⊛ leg: medium skin tone	🦵🏽️	\U0001F9B5\U0001F3FD\U0000FE0F	U+1F9B5 U+1F3FD	⊛ leg: medium skin tone
2618.png	⊛ leg: medium-dark skin tone	🦵🏾️	\U0001F9B5\U0001F3FE\U0000FE0F	U+1F9B5 U+1F3FE	⊛ leg: medium-dark skin tone
2619.png	⊛ leg: dark skin tone	🦵🏿️	\U0001F9B5\U0001F3FF\U0000FE0F	U+1F9B5 U+1F3FF	⊛ leg: dark skin tone
2620.png	⊛ foot: light skin tone	🦶🏻️	\U0001F9B6\U0001F3FB\U0000FE0F	U+1F9B6 U+1F3FB	⊛ foot: light skin tone
2621.png	⊛ foot: medium-light skin tone	🦶🏼️	\U0001F9B6\U0001F3FC\U0000FE0F	U+1F9B6 U+1F3FC	⊛ foot: medium-light skin tone
2622.png	⊛ foot: medium skin tone	🦶🏽️	\U0001F9B6\U0001F3FD\U0000FE0F	U+1F9B6 U+1F3FD	⊛ foot: medium skin tone
2623.png	⊛ foot: medium-dark skin tone	🦶🏾️	\U0001F9B6\U0001F3FE\U0000FE0F	U+1F9B6 U+1F3FE	⊛ foot: medium-dark skin tone
2624.png	⊛ foot: dark skin tone	🦶🏿️	\U0001F9B6\U0001F3FF\U0000FE0F	U+1F9B6 U+1F3FF	⊛ foot: dark skin tone
2625.png	backhand index pointing left: light skin tone	👈🏻️	\U0001F448\U0001F3FB\U0000FE0F	U+1F448 U+1F3FB	backhand index pointing left: light skin tone
2626.png	backhand index pointing left: medium-light skin tone	👈🏼️	\U0001F448\U0001F3FC\U0000FE0F	U+1F448 U+1F3FC	backhand index pointing left: medium-light skin tone
2627.png	backhand index pointing left: medium skin tone	👈🏽️	\U0001F448\U0001F3FD\U0000FE0F	U+1F448 U+1F3FD	backhand index pointing left: medium skin tone
2628.png	backhand index pointing left: medium-dark skin tone	👈🏾️	\U0001F448\U0001F3FE\U0000FE0F	U+1F448 U+1F3FE	backhand index pointing left: medium-dark skin tone
2629.png	backhand index pointing left: dark skin tone	👈🏿️	\U0001F448\U0001F3FF\U0000FE0F	U+1F448 U+1F3FF	backhand index pointing left: dark skin tone
2630.png	backhand index pointing right: light skin tone	👉🏻️	\U0001F449\U0001F3FB\U0000FE0F	U+1F449 U+1F3FB	backhand index pointing right: light skin tone
2631.png	backhand index pointing right: medium-light skin tone	👉🏼️	\U0001F449\U0001F3FC\U0000FE0F	U+1F449 U+1F3FC	backhand index pointing right: medium-light skin tone
2632.png	backhand index pointing right: medium skin tone	👉🏽️	\U0001F449\U0001F3FD\U0000FE0F	U+1F449 U+1F3FD	backhand index pointing right: medium skin tone
2633.png	backhand index pointing right: medium-dark skin tone	👉🏾️	\U0001F449\U0001F3FE\U0000FE0F	U+1F449 U+1F3FE	backhand index pointing right: medium-dark skin tone
2634.png	backhand index pointing right: dark skin tone	👉🏿️	\U0001F449\U0001F3FF\U0000FE0F	U+1F449 U+1F3FF	backhand index pointing right: dark skin tone
2635.png	index pointing up: light skin tone	☝🏻️	\U0000261D\U0001F3FB\U0000FE0F	U+261D U+1F3FB	index pointing up: light skin tone
2636.png	index pointing up: medium-light skin tone	☝🏼️	\U0000261D\U0001F3FC\U0000FE0F	U+261D U+1F3FC	index pointing up: medium-light skin tone
2637.png	index pointing up: medium skin tone	☝🏽️	\U0000261D\U0001F3FD\U0000FE0F	U+261D U+1F3FD	index pointing up: medium skin tone
2638.png	index pointing up: medium-dark skin tone	☝🏾️	\U0000261D\U0001F3FE\U0000FE0F	U+261D U+1F3FE	index pointing up: medium-dark skin tone
2639.png	index pointing up: dark skin tone	☝🏿️	\U0000261D\U0001F3FF\U0000FE0F	U+261D U+1F3FF	index pointing up: dark skin tone
2640.png	backhand index pointing up: light skin tone	👆🏻️	\U0001F446\U0001F3FB\U0000FE0F	U+1F446 U+1F3FB	backhand index pointing up: light skin tone
2641.png	backhand index pointing up: medium-light skin tone	👆🏼️	\U0001F446\U0001F3FC\U0000FE0F	U+1F446 U+1F3FC	backhand index pointing up: medium-light skin tone
2642.png	backhand index pointing up: medium skin tone	👆🏽️	\U0001F446\U0001F3FD\U0000FE0F	U+1F446 U+1F3FD	backhand index pointing up: medium skin tone
2643.png	backhand index pointing up: medium-dark skin tone	👆🏾️	\U0001F446\U0001F3FE\U0000FE0F	U+1F446 U+1F3FE	backhand index pointing up: medium-dark skin tone
2644.png	backhand index pointing up: dark skin tone	👆🏿️	\U0001F446\U0001F3FF\U0000FE0F	U+1F446 U+1F3FF	backhand index pointing up: dark skin tone
2645.png	middle finger: light skin tone	🖕🏻️	\U0001F595\U0001F3FB\U0000FE0F	U+1F595 U+1F3FB	middle finger: light skin tone
2646.png	middle finger: medium-light skin tone	🖕🏼️	\U0001F595\U0001F3FC\U0000FE0F	U+1F595 U+1F3FC	middle finger: medium-light skin tone
2647.png	middle finger: medium skin tone	🖕🏽️	\U0001F595\U0001F3FD\U0000FE0F	U+1F595 U+1F3FD	middle finger: medium skin tone
2648.png	middle finger: medium-dark skin tone	🖕🏾️	\U0001F595\U0001F3FE\U0000FE0F	U+1F595 U+1F3FE	middle finger: medium-dark skin tone
2649.png	middle finger: dark skin tone	🖕🏿️	\U0001F595\U0001F3FF\U0000FE0F	U+1F595 U+1F3FF	middle finger: dark skin tone
2650.png	backhand index pointing down: light skin tone	👇🏻️	\U0001F447\U0001F3FB\U0000FE0F	U+1F447 U+1F3FB	backhand index pointing down: light skin tone
2651.png	backhand index pointing down: medium-light skin tone	👇🏼️	\U0001F447\U0001F3FC\U0000FE0F	U+1F447 U+1F3FC	backhand index pointing down: medium-light skin tone
2652.png	backhand index pointing down: medium skin tone	👇🏽️	\U0001F447\U0001F3FD\U0000FE0F	U+1F447 U+1F3FD	backhand index pointing down: medium skin tone
2653.png	backhand index pointing down: medium-dark skin tone	👇🏾️	\U0001F447\U0001F3FE\U0000FE0F	U+1F447 U+1F3FE	backhand index pointing down: medium-dark skin tone
2654.png	backhand index pointing down: dark skin tone	👇🏿️	\U0001F447\U0001F3FF\U0000FE0F	U+1F447 U+1F3FF	backhand index pointing down: dark skin tone
2655.png	victory hand: light skin tone	✌🏻️	\U0000270C\U0001F3FB\U0000FE0F	U+270C U+1F3FB	victory hand: light skin tone
2656.png	victory hand: medium-light skin tone	✌🏼️	\U0000270C\U0001F3FC\U0000FE0F	U+270C U+1F3FC	victory hand: medium-light skin tone
2657.png	victory hand: medium skin tone	✌🏽️	\U0000270C\U0001F3FD\U0000FE0F	U+270C U+1F3FD	victory hand: medium skin tone
2658.png	victory hand: medium-dark skin tone	✌🏾️	\U0000270C\U0001F3FE\U0000FE0F	U+270C U+1F3FE	victory hand: medium-dark skin tone
2659.png	victory hand: dark skin tone	✌🏿️	\U0000270C\U0001F3FF\U0000FE0F	U+270C U+1F3FF	victory hand: dark skin tone
2660.png	crossed fingers: light skin tone	🤞🏻️	\U0001F91E\U0001F3FB\U0000FE0F	U+1F91E U+1F3FB	crossed fingers: light skin tone
2661.png	crossed fingers: medium-light skin tone	🤞🏼️	\U0001F91E\U0001F3FC\U0000FE0F	U+1F91E U+1F3FC	crossed fingers: medium-light skin tone
2662.png	crossed fingers: medium skin tone	🤞🏽️	\U0001F91E\U0001F3FD\U0000FE0F	U+1F91E U+1F3FD	crossed fingers: medium skin tone
2663.png	crossed fingers: medium-dark skin tone	🤞🏾️	\U0001F91E\U0001F3FE\U0000FE0F	U+1F91E U+1F3FE	crossed fingers: medium-dark skin tone
2664.png	crossed fingers: dark skin tone	🤞🏿️	\U0001F91E\U0001F3FF\U0000FE0F	U+1F91E U+1F3FF	crossed fingers: dark skin tone
2665.png	vulcan salute: light skin tone	🖖🏻️	\U0001F596\U0001F3FB\U0000FE0F	U+1F596 U+1F3FB	vulcan salute: light skin tone
2666.png	vulcan salute: medium-light skin tone	🖖🏼️	\U0001F596\U0001F3FC\U0000FE0F	U+1F596 U+1F3FC	vulcan salute: medium-light skin tone
2667.png	vulcan salute: medium skin tone	🖖🏽️	\U0001F596\U0001F3FD\U0000FE0F	U+1F596 U+1F3FD	vulcan salute: medium skin tone
2668.png	vulcan salute: medium-dark skin tone	🖖🏾️	\U0001F596\U0001F3FE\U0000FE0F	U+1F596 U+1F3FE	vulcan salute: medium-dark skin tone
2669.png	vulcan salute: dark skin tone	🖖🏿️	\U0001F596\U0001F3FF\U0000FE0F	U+1F596 U+1F3FF	vulcan salute: dark skin tone
2670.png	sign of the horns: light skin tone	🤘🏻️	\U0001F918\U0001F3FB\U0000FE0F	U+1F918 U+1F3FB	sign of the horns: light skin tone
2671.png	sign of the horns: medium-light skin tone	🤘🏼️	\U0001F918\U0001F3FC\U0000FE0F	U+1F918 U+1F3FC	sign of the horns: medium-light skin tone
2672.png	sign of the horns: medium skin tone	🤘🏽️	\U0001F918\U0001F3FD\U0000FE0F	U+1F918 U+1F3FD	sign of the horns: medium skin tone
2673.png	sign of the horns: medium-dark skin tone	🤘🏾️	\U0001F918\U0001F3FE\U0000FE0F	U+1F918 U+1F3FE	sign of the horns: medium-dark skin tone
2674.png	sign of the horns: dark skin tone	🤘🏿️	\U0001F918\U0001F3FF\U0000FE0F	U+1F918 U+1F3FF	sign of the horns: dark skin tone
2675.png	call me hand: light skin tone	🤙🏻️	\U0001F919\U0001F3FB\U0000FE0F	U+1F919 U+1F3FB	call me hand: light skin tone
2676.png	call me hand: medium-light skin tone	🤙🏼️	\U0001F919\U0001F3FC\U0000FE0F	U+1F919 U+1F3FC	call me hand: medium-light skin tone
2677.png	call me hand: medium skin tone	🤙🏽️	\U0001F919\U0001F3FD\U0000FE0F	U+1F919 U+1F3FD	call me hand: medium skin tone
2678.png	call me hand: medium-dark skin tone	🤙🏾️	\U0001F919\U0001F3FE\U0000FE0F	U+1F919 U+1F3FE	call me hand: medium-dark skin tone
2679.png	call me hand: dark skin tone	🤙🏿️	\U0001F919\U0001F3FF\U0000FE0F	U+1F919 U+1F3FF	call me hand: dark skin tone
2680.png	hand with fingers splayed: light skin tone	🖐🏻️	\U0001F590\U0001F3FB\U0000FE0F	U+1F590 U+1F3FB	hand with fingers splayed: light skin tone
2681.png	hand with fingers splayed: medium-light skin tone	🖐🏼️	\U0001F590\U0001F3FC\U0000FE0F	U+1F590 U+1F3FC	hand with fingers splayed: medium-light skin tone
2682.png	hand with fingers splayed: medium skin tone	🖐🏽️	\U0001F590\U0001F3FD\U0000FE0F	U+1F590 U+1F3FD	hand with fingers splayed: medium skin tone
2683.png	hand with fingers splayed: medium-dark skin tone	🖐🏾️	\U0001F590\U0001F3FE\U0000FE0F	U+1F590 U+1F3FE	hand with fingers splayed: medium-dark skin tone
2684.png	hand with fingers splayed: dark skin tone	🖐🏿️	\U0001F590\U0001F3FF\U0000FE0F	U+1F590 U+1F3FF	hand with fingers splayed: dark skin tone
2685.png	raised hand: light skin tone	✋🏻️	\U0000270B\U0001F3FB\U0000FE0F	U+270B U+1F3FB	raised hand: light skin tone
2686.png	raised hand: medium-light skin tone	✋🏼️	\U0000270B\U0001F3FC\U0000FE0F	U+270B U+1F3FC	raised hand: medium-light skin tone
2687.png	raised hand: medium skin tone	✋🏽️	\U0000270B\U0001F3FD\U0000FE0F	U+270B U+1F3FD	raised hand: medium skin tone
2688.png	raised hand: medium-dark skin tone	✋🏾️	\U0000270B\U0001F3FE\U0000FE0F	U+270B U+1F3FE	raised hand: medium-dark skin tone
2689.png	raised hand: dark skin tone	✋🏿️	\U0000270B\U0001F3FF\U0000FE0F	U+270B U+1F3FF	raised hand: dark skin tone
2690.png	OK hand: light skin tone	👌🏻️	\U0001F44C\U0001F3FB\U0000FE0F	U+1F44C U+1F3FB	OK hand: light skin tone
2691.png	OK hand: medium-light skin tone	👌🏼️	\U0001F44C\U0001F3FC\U0000FE0F	U+1F44C U+1F3FC	OK hand: medium-light skin tone
2692.png	OK hand: medium skin tone	👌🏽️	\U0001F44C\U0001F3FD\U0000FE0F	U+1F44C U+1F3FD	OK hand: medium skin tone
2693.png	OK hand: medium-dark skin tone	👌🏾️	\U0001F44C\U0001F3FE\U0000FE0F	U+1F44C U+1F3FE	OK hand: medium-dark skin tone
2694.png	OK hand: dark skin tone	👌🏿️	\U0001F44C\U0001F3FF\U0000FE0F	U+1F44C U+1F3FF	OK hand: dark skin tone
2695.png	thumbs up: light skin tone	👍🏻️	\U0001F44D\U0001F3FB\U0000FE0F	U+1F44D U+1F3FB	thumbs up: light skin tone
2696.png	thumbs up: medium-light skin tone	👍🏼️	\U0001F44D\U0001F3FC\U0000FE0F	U+1F44D U+1F3FC	thumbs up: medium-light skin tone
2697.png	thumbs up: medium skin tone	👍🏽️	\U0001F44D\U0001F3FD\U0000FE0F	U+1F44D U+1F3FD	thumbs up: medium skin tone
2698.png	thumbs up: medium-dark skin tone	👍🏾️	\U0001F44D\U0001F3FE\U0000FE0F	U+1F44D U+1F3FE	thumbs up: medium-dark skin tone
2699.png	thumbs up: dark skin tone	👍🏿️	\U0001F44D\U0001F3FF\U0000FE0F	U+1F44D U+1F3FF	thumbs up: dark skin tone
2700.png	thumbs down: light skin tone	👎🏻️	\U0001F44E\U0001F3FB\U0000FE0F	U+1F44E U+1F3FB	thumbs down: light skin tone
2701.png	thumbs down: medium-light skin tone	👎🏼️	\U0001F44E\U0001F3FC\U0000FE0F	U+1F44E U+1F3FC	thumbs down: medium-light skin tone
2702.png	thumbs down: medium skin tone	👎🏽️	\U0001F44E\U0001F3FD\U0000FE0F	U+1F44E U+1F3FD	thumbs down: medium skin tone
2703.png	thumbs down: medium-dark skin tone	👎🏾️	\U0001F44E\U0001F3FE\U0000FE0F	U+1F44E U+1F3FE	thumbs down: medium-dark skin tone
2704.png	thumbs down: dark skin tone	👎🏿️	\U0001F44E\U0001F3FF\U0000FE0F	U+1F44E U+1F3FF	thumbs down: dark skin tone
2705.png	raised fist: light skin tone	✊🏻️	\U0000270A\U0001F3FB\U0000FE0F	U+270A U+1F3FB	raised fist: light skin tone
2706.png	raised fist: medium-light skin tone	✊🏼️	\U0000270A\U0001F3FC\U0000FE0F	U+270A U+1F3FC	raised fist: medium-light skin tone
2707.png	raised fist: medium skin tone	✊🏽️	\U0000270A\U0001F3FD\U0000FE0F	U+270A U+1F3FD	raised fist: medium skin tone
2708.png	raised fist: medium-dark skin tone	✊🏾️	\U0000270A\U0001F3FE\U0000FE0F	U+270A U+1F3FE	raised fist: medium-dark skin tone
2709.png	raised fist: dark skin tone	✊🏿️	\U0000270A\U0001F3FF\U0000FE0F	U+270A U+1F3FF	raised fist: dark skin tone
2710.png	oncoming fist: light skin tone	👊🏻️	\U0001F44A\U0001F3FB\U0000FE0F	U+1F44A U+1F3FB	oncoming fist: light skin tone
2711.png	oncoming fist: medium-light skin tone	👊🏼️	\U0001F44A\U0001F3FC\U0000FE0F	U+1F44A U+1F3FC	oncoming fist: medium-light skin tone
2712.png	oncoming fist: medium skin tone	👊🏽️	\U0001F44A\U0001F3FD\U0000FE0F	U+1F44A U+1F3FD	oncoming fist: medium skin tone
2713.png	oncoming fist: medium-dark skin tone	👊🏾️	\U0001F44A\U0001F3FE\U0000FE0F	U+1F44A U+1F3FE	oncoming fist: medium-dark skin tone
2714.png	oncoming fist: dark skin tone	👊🏿️	\U0001F44A\U0001F3FF\U0000FE0F	U+1F44A U+1F3FF	oncoming fist: dark skin tone
2715.png	left-facing fist: light skin tone	🤛🏻️	\U0001F91B\U0001F3FB\U0000FE0F	U+1F91B U+1F3FB	left-facing fist: light skin tone
2716.png	left-facing fist: medium-light skin tone	🤛🏼️	\U0001F91B\U0001F3FC\U0000FE0F	U+1F91B U+1F3FC	left-facing fist: medium-light skin tone
2717.png	left-facing fist: medium skin tone	🤛🏽️	\U0001F91B\U0001F3FD\U0000FE0F	U+1F91B U+1F3FD	left-facing fist: medium skin tone
2718.png	left-facing fist: medium-dark skin tone	🤛🏾️	\U0001F91B\U0001F3FE\U0000FE0F	U+1F91B U+1F3FE	left-facing fist: medium-dark skin tone
2719.png	left-facing fist: dark skin tone	🤛🏿️	\U0001F91B\U0001F3FF\U0000FE0F	U+1F91B U+1F3FF	left-facing fist: dark skin tone
2720.png	right-facing fist: light skin tone	🤜🏻️	\U0001F91C\U0001F3FB\U0000FE0F	U+1F91C U+1F3FB	right-facing fist: light skin tone
2721.png	right-facing fist: medium-light skin tone	🤜🏼️	\U0001F91C\U0001F3FC\U0000FE0F	U+1F91C U+1F3FC	right-facing fist: medium-light skin tone
2722.png	right-facing fist: medium skin tone	🤜🏽️	\U0001F91C\U0001F3FD\U0000FE0F	U+1F91C U+1F3FD	right-facing fist: medium skin tone
2723.png	right-facing fist: medium-dark skin tone	🤜🏾️	\U0001F91C\U0001F3FE\U0000FE0F	U+1F91C U+1F3FE	right-facing fist: medium-dark skin tone
2724.png	right-facing fist: dark skin tone	🤜🏿️	\U0001F91C\U0001F3FF\U0000FE0F	U+1F91C U+1F3FF	right-facing fist: dark skin tone
2725.png	raised back of hand: light skin tone	🤚🏻️	\U0001F91A\U0001F3FB\U0000FE0F	U+1F91A U+1F3FB	raised back of hand: light skin tone
2726.png	raised back of hand: medium-light skin tone	🤚🏼️	\U0001F91A\U0001F3FC\U0000FE0F	U+1F91A U+1F3FC	raised back of hand: medium-light skin tone
2727.png	raised back of hand: medium skin tone	🤚🏽️	\U0001F91A\U0001F3FD\U0000FE0F	U+1F91A U+1F3FD	raised back of hand: medium skin tone
2728.png	raised back of hand: medium-dark skin tone	🤚🏾️	\U0001F91A\U0001F3FE\U0000FE0F	U+1F91A U+1F3FE	raised back of hand: medium-dark skin tone
2729.png	raised back of hand: dark skin tone	🤚🏿️	\U0001F91A\U0001F3FF\U0000FE0F	U+1F91A U+1F3FF	raised back of hand: dark skin tone
2730.png	waving hand: light skin tone	👋🏻️	\U0001F44B\U0001F3FB\U0000FE0F	U+1F44B U+1F3FB	waving hand: light skin tone
2731.png	waving hand: medium-light skin tone	👋🏼️	\U0001F44B\U0001F3FC\U0000FE0F	U+1F44B U+1F3FC	waving hand: medium-light skin tone
2732.png	waving hand: medium skin tone	👋🏽️	\U0001F44B\U0001F3FD\U0000FE0F	U+1F44B U+1F3FD	waving hand: medium skin tone
2733.png	waving hand: medium-dark skin tone	👋🏾️	\U0001F44B\U0001F3FE\U0000FE0F	U+1F44B U+1F3FE	waving hand: medium-dark skin tone
2734.png	waving hand: dark skin tone	👋🏿️	\U0001F44B\U0001F3FF\U0000FE0F	U+1F44B U+1F3FF	waving hand: dark skin tone
2735.png	love-you gesture: light skin tone	🤟🏻️	\U0001F91F\U0001F3FB\U0000FE0F	U+1F91F U+1F3FB	love-you gesture: light skin tone
2736.png	love-you gesture: medium-light skin tone	🤟🏼️	\U0001F91F\U0001F3FC\U0000FE0F	U+1F91F U+1F3FC	love-you gesture: medium-light skin tone
2737.png	love-you gesture: medium skin tone	🤟🏽️	\U0001F91F\U0001F3FD\U0000FE0F	U+1F91F U+1F3FD	love-you gesture: medium skin tone
2738.png	love-you gesture: medium-dark skin tone	🤟🏾️	\U0001F91F\U0001F3FE\U0000FE0F	U+1F91F U+1F3FE	love-you gesture: medium-dark skin tone
2739.png	love-you gesture: dark skin tone	🤟🏿️	\U0001F91F\U0001F3FF\U0000FE0F	U+1F91F U+1F3FF	love-you gesture: dark skin tone
2740.png	writing hand: light skin tone	✍🏻️	\U0000270D\U0001F3FB\U0000FE0F	U+270D U+1F3FB	writing hand: light skin tone
2741.png	writing hand: medium-light skin tone	✍🏼️	\U0000270D\U0001F3FC\U0000FE0F	U+270D U+1F3FC	writing hand: medium-light skin tone
2742.png	writing hand: medium skin tone	✍🏽️	\U0000270D\U0001F3FD\U0000FE0F	U+270D U+1F3FD	writing hand: medium skin tone
2743.png	writing hand: medium-dark skin tone	✍🏾️	\U0000270D\U0001F3FE\U0000FE0F	U+270D U+1F3FE	writing hand: medium-dark skin tone
2744.png	writing hand: dark skin tone	✍🏿️	\U0000270D\U0001F3FF\U0000FE0F	U+270D U+1F3FF	writing hand: dark skin tone
2745.png	clapping hands: light skin tone	👏🏻️	\U0001F44F\U0001F3FB\U0000FE0F	U+1F44F U+1F3FB	clapping hands: light skin tone
2746.png	clapping hands: medium-light skin tone	👏🏼️	\U0001F44F\U0001F3FC\U0000FE0F	U+1F44F U+1F3FC	clapping hands: medium-light skin tone
2747.png	clapping hands: medium skin tone	👏🏽️	\U0001F44F\U0001F3FD\U0000FE0F	U+1F44F U+1F3FD	clapping hands: medium skin tone
2748.png	clapping hands: medium-dark skin tone	👏🏾️	\U0001F44F\U0001F3FE\U0000FE0F	U+1F44F U+1F3FE	clapping hands: medium-dark skin tone
2749.png	clapping hands: dark skin tone	👏🏿️	\U0001F44F\U0001F3FF\U0000FE0F	U+1F44F U+1F3FF	clapping hands: dark skin tone
2750.png	open hands: light skin tone	👐🏻️	\U0001F450\U0001F3FB\U0000FE0F	U+1F450 U+1F3FB	open hands: light skin tone
